aX,aY,aZ,gX,gY,gZ
-0.970,0.805,-0.078,-56.946,-85.632,-97.168
-0.919,0.792,-0.147,-47.913,-79.956,-72.266
-0.905,0.759,-0.165,-35.034,-68.176,-49.988
-0.913,0.738,-0.132,-18.799,-56.641,-34.302
-0.895,0.737,-0.083,-0.671,-46.997,-25.330
-0.887,0.706,-0.071,13.733,-40.405,-20.020
-0.863,0.718,-0.045,23.315,-35.400,-17.639
-0.840,0.774,-0.013,28.809,-30.640,-19.287
-0.811,0.872,0.031,28.442,-26.367,-21.729
-0.806,0.948,0.063,23.682,-23.987,-19.592
-0.795,0.988,0.069,16.968,-24.170,-14.099
-0.771,0.981,0.074,9.460,-25.635,-9.338
-0.752,0.948,0.073,2.502,-26.672,-5.310
-0.734,0.898,0.069,-0.549,-27.649,-2.319
-0.716,0.833,0.060,0.366,-29.114,0.488
-0.692,0.760,0.060,5.676,-29.846,2.136
-0.668,0.720,0.053,13.123,-28.320,2.014
-0.637,0.744,0.072,19.592,-24.719,0.366
-0.624,0.765,0.100,22.644,-18.188,-1.526
-0.627,0.784,0.147,21.484,-12.207,-0.610
-0.638,0.780,0.169,17.029,-9.644,2.197
-0.658,0.762,0.173,10.986,-10.559,4.944
-0.660,0.731,0.147,6.470,-12.878,5.737
-0.666,0.711,0.122,3.723,-14.587,4.395
-0.661,0.696,0.102,4.395,-16.479,2.502
-0.646,0.689,0.087,9.216,-18.005,0.061
-0.625,0.703,0.083,17.029,-17.517,-2.502
-0.602,0.740,0.088,23.499,-14.343,-3.662
-0.580,0.778,0.093,25.696,-9.521,-2.808
-0.577,0.779,0.099,23.743,-4.761,0.427
-0.593,0.770,0.110,18.066,-1.221,2.014
-0.603,0.768,0.119,10.681,0.610,1.038
-0.610,0.779,0.121,3.967,0.305,-1.282
-0.608,0.791,0.111,-0.427,-1.099,-3.479
-0.599,0.787,0.096,-0.610,-2.258,-4.089
-0.597,0.765,0.089,2.502,-2.258,-3.967
-0.591,0.740,0.090,7.751,-1.038,-4.639

-1.634,0.704,-0.410,257.751,119.507,96.619
-1.837,0.711,-0.496,298.828,132.996,120.728
-2.078,0.767,-0.558,341.919,147.949,145.996
-2.275,0.869,-0.529,379.333,162.598,169.128
-2.433,0.949,-0.435,409.241,175.110,191.223
-2.514,1.006,-0.252,433.228,183.899,213.318
-2.512,0.945,-0.031,453.125,186.340,234.802
-2.439,0.770,0.191,474.670,184.204,252.563
-2.379,0.555,0.520,502.686,181.091,262.512
-2.507,0.352,0.829,535.339,168.823,267.212
-2.602,0.171,1.011,556.091,140.442,264.832
-2.681,0.058,0.929,543.518,102.905,241.882
-2.776,-0.003,0.695,488.770,58.777,196.350
-2.881,0.042,0.418,413.635,10.864,145.020
-2.880,-0.000,0.051,358.582,-28.259,112.915
-2.813,-0.106,-0.370,341.797,-52.673,100.708
-2.556,-0.246,-0.771,369.812,-60.181,97.168
-2.183,-0.408,-1.176,431.824,-46.448,96.680
-1.672,-0.425,-1.529,500.549,-5.676,92.346
-1.048,-0.367,-1.690,541.504,48.401,82.642
-0.308,-0.333,-1.470,532.654,114.014,87.952
0.381,-0.468,-0.948,467.529,163.025,105.591
1.226,-0.793,-0.486,352.966,168.884,127.991
2.325,-1.340,-0.223,240.173,132.568,148.682
3.747,-1.962,-0.400,177.734,89.844,172.729
4.000,-2.288,-0.818,174.683,98.450,175.476
4.000,-2.395,-0.793,212.158,175.598,151.367
4.000,-2.396,-0.055,223.145,288.696,127.808
4.000,-2.205,1.007,180.969,404.968,102.722
4.000,-1.765,2.061,110.779,489.685,55.969
3.997,-1.034,2.937,60.059,504.517,-6.470
2.944,-0.243,3.559,61.157,447.815,-49.744
1.834,0.308,3.733,109.924,325.134,-55.481
1.018,0.556,3.391,151.062,156.677,-36.072
0.990,0.428,2.529,138.062,-29.846,-19.104
1.562,0.030,1.268,62.683,-192.932,-22.400
2.208,-0.397,-0.123,-26.672,-302.917,-37.292
2.662,-0.711,-1.190,-75.684,-347.778,-44.800
2.859,-1.026,-1.739,-55.664,-322.388,-40.833
2.576,-1.125,-1.798,-14.404,-250.549,-38.513
2.027,-0.971,-1.566,-8.850,-176.025,-46.753
1.501,-0.803,-1.241,-48.645,-125.610,-56.152
1.120,-0.777,-0.962,-114.441,-102.478,-52.429
0.911,-0.909,-0.789,-185.547,-97.229,-38.330
0.874,-1.090,-0.669,-248.047,-97.046,-26.489
0.914,-1.237,-0.463,-289.001,-95.642,-19.409
0.864,-1.325,-0.234,-305.664,-88.318,-16.479
0.716,-1.292,-0.056,-311.401,-77.576,-25.269
0.555,-1.190,0.107,-316.956,-71.594,-42.297
0.462,-1.064,0.294,-322.876,-69.153,-60.303
0.273,-0.878,0.468,-327.271,-70.374,-74.097
0.031,-0.661,0.578,-333.252,-77.515,-79.163
-0.063,-0.493,0.658,-347.595,-90.454,-77.332
-0.094,-0.388,0.707,-374.695,-104.187,-70.435
-0.198,-0.320,0.705,-420.288,-108.521,-64.575
-0.375,-0.298,0.704,-487.793,-99.609,-68.420
-0.616,-0.259,0.729,-567.566,-85.083,-83.801
-0.804,-0.133,0.735,-640.381,-71.350,-104.248
-0.964,0.124,0.804,-688.843,-55.603,-120.789
-1.010,0.275,0.856,-703.064,-44.128,-122.620
-1.130,0.312,0.870,-689.514,-38.635,-115.784
-1.091,0.293,0.799,-665.161,-34.607,-97.717
-1.107,0.319,0.729,-633.118,-37.048,-78.979
-1.224,0.377,0.702,-597.534,-45.105,-79.407
-1.460,0.443,0.667,-567.200,-55.237,-87.158
-1.458,0.510,0.671,-550.842,-72.815,-92.224
-1.486,0.527,0.592,-540.894,-99.548,-101.379
-1.428,0.477,0.437,-527.039,-119.141,-113.770
-1.350,0.496,0.232,-492.554,-130.493,-126.831
-1.304,0.687,0.076,-437.500,-135.986,-134.888
-1.170,0.913,-0.000,-376.770,-136.047,-123.047
-1.094,1.029,-0.001,-322.998,-141.724,-98.938
-1.094,1.010,0.028,-273.010,-148.071,-77.148
-1.111,0.914,0.053,-224.915,-151.367,-59.998
-1.139,0.783,0.025,-179.687,-155.212,-51.147
-1.146,0.700,-0.003,-142.273,-159.729,-51.514
-1.083,0.689,-0.039,-114.624,-161.987,-56.824
