aX,aY,aZ,gX,gY,gZ
-0.896,0.362,-0.084,40.283,15.198,-22.583
-0.868,0.384,-0.151,32.715,12.756,-26.123
-0.843,0.388,-0.234,30.151,14.893,-29.785
-0.816,0.393,-0.299,31.250,22.156,-35.400
-0.783,0.398,-0.326,37.415,30.151,-42.053
-0.770,0.369,-0.307,51.514,37.109,-46.692
-0.800,0.333,-0.235,76.294,40.283,-48.157
-0.772,0.280,-0.176,111.755,39.063,-46.936
-0.713,0.297,-0.123,145.020,36.499,-47.363
-0.656,0.365,-0.063,160.767,33.264,-50.903
-0.631,0.436,-0.009,157.227,29.907,-55.481
-0.627,0.477,0.012,142.151,25.940,-60.120
-0.603,0.485,-0.013,122.620,21.545,-65.735
-0.587,0.469,-0.062,103.882,19.104,-73.364
-0.578,0.435,-0.113,90.393,18.921,-82.275
-0.571,0.376,-0.158,84.595,19.592,-91.187
-0.557,0.306,-0.184,88.928,20.874,-100.525
-0.581,0.295,-0.146,109.680,24.292,-109.802
-0.572,0.329,-0.072,151.550,28.564,-116.760
-0.557,0.400,0.030,207.458,33.325,-118.225
-0.526,0.480,0.144,260.986,39.612,-115.173
-0.584,0.525,0.276,300.964,45.288,-110.718
-0.589,0.562,0.372,317.322,47.852,-104.126
-0.619,0.595,0.431,308.655,45.898,-104.431
-0.646,0.627,0.451,280.640,41.199,-111.511
-0.641,0.658,0.446,241.272,31.860,-122.559
-0.630,0.677,0.435,200.134,20.447,-133.606
-0.622,0.684,0.431,167.603,10.010,-141.541
-0.623,0.659,0.432,152.649,3.845,-141.968
-0.599,0.631,0.424,158.386,1.953,-134.399
-0.580,0.610,0.422,180.420,5.554,-122.986
-0.571,0.598,0.420,205.078,14.587,-111.206
-0.585,0.604,0.434,219.238,24.414,-103.027
-0.607,0.628,0.471,219.788,32.410,-100.098
-0.631,0.676,0.532,206.787,35.461,-100.403
-0.649,0.690,0.567,184.692,32.837,-99.609
-0.641,0.649,0.590,162.476,28.931,-97.961
-0.629,0.589,0.619,148.560,26.672,-98.267
-0.625,0.540,0.641,148.987,26.001,-99.854
-0.632,0.514,0.644,163.269,28.076,-99.487
-0.623,0.501,0.655,184.082,33.142,-95.642
-0.604,0.517,0.666,202.026,37.720,-91.187
-0.590,0.556,0.680,210.510,42.053,-89.233
-0.579,0.596,0.677,204.041,46.875,-89.478
-0.579,0.640,0.671,180.847,50.476,-90.881
-0.581,0.668,0.665,146.179,51.819,-94.177
-0.575,0.672,0.667,106.812,50.415,-98.755
-0.564,0.638,0.656,73.181,46.814,-102.051
-0.562,0.565,0.635,56.213,43.823,-100.464
-0.572,0.486,0.635,61.951,42.786,-93.384
-0.566,0.405,0.641,87.219,42.725,-82.153
-0.544,0.353,0.651,118.591,43.335,-71.289
-0.518,0.328,0.675,143.799,44.434,-64.819
-0.484,0.316,0.683,155.090,46.387,-63.843
-0.476,0.342,0.676,149.780,48.218,-66.467
-0.472,0.373,0.682,131.104,49.377,-70.313
-0.456,0.374,0.687,105.713,47.424,-73.242

-1.155,0.768,-1.073,-401.794,-37.048,-62.805
-1.219,0.788,-1.413,-357.483,-34.302,-53.772
-1.314,0.903,-1.736,-294.067,-13.916,-42.847
-1.495,1.171,-1.952,-240.112,19.409,-34.973
-1.739,1.556,-1.984,-210.205,60.608,-27.161
-2.002,1.946,-1.909,-202.148,99.731,-11.658
-2.325,2.225,-1.897,-209.656,126.404,8.606
-2.512,2.479,-2.063,-219.116,138.977,29.297
-2.392,2.706,-2.392,-219.299,146.790,52.368
-2.534,2.973,-2.886,-202.271,161.194,92.468
-2.261,3.422,-3.271,-171.265,194.092,128.906
-1.896,3.776,-3.493,-135.498,232.178,146.484
-1.512,4.000,-3.689,-118.408,275.330,181.885
-1.061,4.000,-3.718,-117.188,319.519,217.468
-0.612,4.000,-3.661,-131.348,355.896,254.944
-0.099,4.000,-3.619,-144.592,378.235,285.706
0.469,3.987,-3.550,-147.095,393.066,311.157
0.922,3.630,-3.448,-140.991,404.602,330.139
1.347,3.281,-3.223,-134.155,409.546,336.670
1.796,3.060,-2.959,-123.169,405.884,330.383
2.180,2.798,-2.655,-103.821,404.968,324.707
2.417,2.514,-2.291,-75.012,405.945,322.021
2.548,2.292,-1.844,-38.086,401.428,316.284
2.586,2.111,-1.339,2.686,389.099,307.434
2.646,1.914,-0.882,32.104,364.380,302.124
2.787,1.548,-0.501,25.879,320.129,299.133
2.929,1.084,-0.195,-21.362,261.597,286.072
2.951,0.667,-0.038,-86.060,205.750,259.338
2.933,0.225,-0.022,-130.310,160.583,228.638
2.827,-0.140,-0.043,-136.475,129.395,193.970
2.606,-0.315,-0.007,-109.375,114.624,154.297
2.270,-0.385,0.157,-67.383,109.680,115.417
1.894,-0.380,0.410,-35.034,92.346,77.820
1.394,-0.208,0.548,-17.151,54.260,44.739
