aX,aY,aZ,gX,gY,gZ
-2.205,0.401,0.282,-15.991,52.124,63.843
-2.392,0.413,0.211,-20.935,47.119,71.350
-2.618,0.401,0.103,-24.902,44.434,77.820
-2.872,0.395,-0.014,-22.095,45.654,84.839
-3.091,0.420,-0.174,-9.155,50.171,92.224
-3.181,0.468,-0.314,11.353,59.875,101.379
-3.022,0.485,-0.433,37.781,76.599,109.558
-2.909,0.457,-0.495,66.650,103.271,116.699
-2.725,0.411,-0.529,99.304,136.902,123.474
-2.622,0.319,-0.549,133.728,165.894,130.493
-2.747,0.178,-0.656,168.091,185.547,140.381
-3.068,0.030,-0.907,200.989,188.049,159.973
-3.388,-0.094,-1.173,224.915,171.631,192.078
-3.364,-0.326,-1.419,240.173,144.531,224.487
-3.028,-0.699,-1.669,239.929,116.638,242.065
-2.454,-1.137,-1.897,227.417,104.736,239.258
-1.792,-1.455,-2.051,211.487,115.845,207.642
-0.875,-1.678,-2.031,195.557,148.743,157.776
0.112,-1.752,-1.729,182.007,198.425,98.083
1.304,-1.733,-1.057,173.035,249.573,37.720
2.510,-1.408,-0.209,156.250,282.898,-18.250
3.823,-0.918,0.506,126.770,283.691,-60.669
4.000,-0.576,0.950,84.534,276.855,-73.242
4.000,-0.427,1.336,29.114,302.979,-87.891
4.000,0.053,2.153,-42.603,349.670,-159.546
4.000,1.129,2.885,-107.605,364.380,-261.719
4.000,2.444,3.147,-111.450,361.267,-317.444
4.000,3.404,3.192,-49.438,326.233,-278.076
3.428,3.983,3.185,33.081,263.550,-179.504
2.300,4.000,3.116,82.886,179.077,-79.163
1.977,3.415,2.739,62.744,36.316,23.376
2.612,2.079,2.083,-18.799,-137.207,114.746
3.466,0.544,1.295,-112.976,-272.156,171.265
3.849,-0.641,0.724,-161.316,-328.369,189.758
3.576,-1.225,0.542,-127.747,-316.650,182.190
3.024,-1.445,0.535,-30.762,-280.762,161.194
2.469,-1.334,0.616,65.002,-265.320,133.484
2.005,-0.981,0.698,114.319,-270.508,97.595
1.580,-0.589,0.648,106.506,-274.353,65.369
1.221,-0.294,0.525,54.443,-270.386,39.917
0.908,-0.110,0.368,-23.071,-262.390,21.118
0.568,-0.129,0.223,-99.487,-245.789,10.681
0.223,-0.348,0.151,-148.010,-222.412,10.010
-0.095,-0.596,0.089,-157.471,-191.956,10.559
-0.411,-0.787,0.012,-134.644,-161.865,4.150
-0.769,-0.833,-0.120,-98.877,-135.376,-9.277
-1.185,-0.646,-0.187,-68.542,-109.009,-34.180
-1.590,-0.259,-0.166,-60.364,-85.999,-66.711
-1.953,0.158,-0.093,-83.679,-77.515,-93.079
-2.135,0.383,-0.007,-125.610,-84.412,-105.103
-2.077,0.385,0.080,-160.339,-95.947,-101.135
-2.048,0.230,0.131,-169.739,-100.037,-81.055
-2.031,-0.060,0.169,-152.832,-88.379,-47.668
-1.966,-0.326,0.142,-123.169,-70.313,-19.226
-1.858,-0.458,0.157,-96.375,-51.086,-10.376
-1.785,-0.409,0.229,-82.703,-31.860,-20.203
-1.734,-0.279,0.299,-93.628,-21.423,-39.917
-1.637,-0.108,0.386,-122.742,-24.658,-61.951
-1.560,0.041,0.491,-153.870,-32.837,-78.613
-1.541,0.061,0.581,-171.753,-44.250,-82.458
-1.448,-0.045,0.659,-164.856,-50.598,-66.406
-1.385,-0.187,0.747,-127.625,-42.908,-43.274
-1.340,-0.305,0.851,-69.946,-30.151,-25.208
-1.261,-0.306,0.917,-17.090,-23.315,-15.320
-1.239,-0.224,0.904,8.850,-26.062,-15.503
-1.178,-0.130,0.830,9.094,-36.438,-25.696
-1.125,-0.025,0.723,-5.371,-49.377,-42.969
-1.076,0.086,0.587,-22.095,-59.509,-60.913
-1.039,0.201,0.446,-31.372,-64.697,-73.364
-1.005,0.300,0.341,-30.640,-62.012,-79.773
-1.007,0.391,0.329,-25.024,-51.270,-81.543
-1.014,0.459,0.377,-21.240,-40.283,-78.918
-1.012,0.506,0.448,-19.226,-36.316,-72.754
-1.043,0.500,0.514,-12.878,-35.828,-63.110
-1.014,0.495,0.529,-4.578,-36.560,-50.171
-1.017,0.467,0.497,3.662,-36.316,-41.382
-1.056,0.434,0.437,8.545,-29.968,-37.292
-1.069,0.428,0.431,10.681,-23.682,-35.950
-1.063,0.433,0.446,9.216,-17.456,-36.804
-1.062,0.444,0.483,5.249,-13.123,-38.330
-1.045,0.465,0.494,2.563,-13.855,-37.842
-1.020,0.507,0.503,3.601,-17.822,-34.058
-1.007,0.524,0.499,5.859,-22.827,-26.733
-0.981,0.515,0.479,6.409,-29.907,-18.005
-0.957,0.479,0.440,7.202,-35.156,-10.803
-0.932,0.411,0.403,9.216,-36.255,-7.141
-0.919,0.348,0.356,11.169,-33.386,-6.897
-0.915,0.303,0.325,11.536,-28.687,-8.850
