aX,aY,aZ,gX,gY,gZ
2.494,0.798,0.474,-66.406,-126.709,-127.808
2.358,0.712,0.012,-99.121,-120.667,-154.541
2.168,0.610,-0.244,-101.624,-87.524,-164.490
1.953,0.535,-0.229,-77.942,-35.156,-164.795
1.679,0.527,0.003,-46.448,16.174,-163.208
1.371,0.515,0.278,-28.381,53.650,-162.292
1.077,0.445,0.558,-32.349,75.073,-167.664
0.819,0.338,0.723,-53.467,83.130,-182.495
0.611,0.240,0.767,-79.102,83.435,-204.346
0.434,0.201,0.794,-98.572,88.196,-230.286
0.265,0.207,0.822,-107.910,98.633,-255.432
0.108,0.253,0.842,-107.361,110.046,-273.010
-0.058,0.303,0.839,-98.328,120.972,-281.311
-0.215,0.349,0.883,-89.050,131.958,-283.142
-0.397,0.387,0.997,-89.478,143.433,-283.752
-0.614,0.411,1.237,-99.365,154.175,-285.889
-0.885,0.385,1.492,-114.502,160.828,-289.612
-1.209,0.296,1.657,-129.822,158.325,-294.739
-1.534,0.237,1.724,-139.587,143.127,-302.551
-1.751,0.185,1.687,-141.174,119.324,-311.401
-1.843,0.152,1.614,-136.353,93.018,-319.214
-1.839,0.132,1.532,-123.474,70.007,-322.021
-1.777,0.072,1.413,-105.591,51.147,-318.176
-1.700,-0.027,1.314,-88.440,39.368,-310.425
-1.606,-0.050,1.245,-77.087,36.072,-303.467
-1.552,-0.096,1.214,-74.890,38.330,-292.908
-1.507,-0.201,1.232,-73.792,40.955,-278.931
-1.504,-0.293,1.293,-66.528,41.809,-266.052
-1.477,-0.361,1.343,-52.734,34.912,-258.728
-1.443,-0.389,1.360,-39.673,20.569,-258.911
-1.409,-0.355,1.310,-32.349,0.854,-266.052
-1.354,-0.271,1.204,-31.799,-21.179,-277.832
-1.279,-0.175,1.035,-35.767,-42.358,-287.659
-1.205,-0.103,0.855,-40.405,-57.983,-289.490
-1.149,-0.067,0.685,-42.847,-64.392,-283.508
-1.117,-0.055,0.552,-42.480,-60.974,-270.203
-1.117,-0.080,0.504,-38.025,-51.575,-253.357
-1.110,-0.109,0.506,-29.175,-39.795,-236.816
-1.114,-0.118,0.578,-18.005,-29.846,-224.060
-1.107,-0.127,0.661,-8.972,-26.062,-214.844
-1.095,-0.090,0.763,-5.310,-29.785,-210.205
-1.079,-0.023,0.846,-4.639,-40.161,-208.130
-1.065,0.032,0.836,-6.958,-55.176,-204.468
-1.038,0.069,0.762,-11.963,-68.848,-198.486
-1.002,0.080,0.692,-15.259,-74.402,-188.843
-0.980,0.101,0.648,-14.832,-72.815,-175.049
-0.966,0.113,0.630,-11.169,-68.054,-156.982
-0.951,0.131,0.607,-2.991,-62.744,-136.230
-0.936,0.132,0.596,7.874,-56.885,-114.624
-0.914,0.141,0.602,18.616,-52.124,-94.482
-0.899,0.141,0.647,27.283,-47.241,-77.026
-0.900,0.123,0.700,32.837,-45.044,-63.110
-0.890,0.124,0.747,37.354,-45.471,-54.565
-0.897,0.145,0.773,39.490,-46.570,-50.171
-0.896,0.168,0.759,36.438,-48.523,-47.424
-0.897,0.209,0.721,29.236,-49.805,-45.410
-0.899,0.218,0.682,22.095,-47.729,-41.687
-0.892,0.209,0.650,16.418,-43.762,-36.133
-0.882,0.197,0.635,15.686,-38.757,-29.724
-0.873,0.179,0.628,20.813,-33.508,-22.827
-0.860,0.160,0.622,28.259,-28.931,-16.846
-0.841,0.168,0.631,33.508,-24.536,-14.709
-0.829,0.196,0.650,32.959,-20.081,-15.869
-0.812,0.233,0.683,26.428,-17.212,-18.738
-0.790,0.263,0.707,15.869,-17.639,-22.034
-0.760,0.282,0.705,6.287,-21.179,-23.865
-0.730,0.288,0.678,1.709,-23.560,-23.437
-0.706,0.282,0.636,0.977,-25.085,-21.301
-0.682,0.256,0.588,5.310,-25.574,-16.724
-0.663,0.241,0.553,11.841,-23.804,-12.451
-0.645,0.224,0.543,15.442,-21.057,-10.071
-0.631,0.206,0.542,13.550,-18.738,-9.888
-0.613,0.188,0.553,9.094,-17.212,-11.292
-0.599,0.173,0.556,5.920,-16.418,-13.611
-0.585,0.182,0.555,4.272,-16.174,-16.174
-0.590,0.205,0.561,1.038,-16.479,-17.517
-0.590,0.214,0.571,-3.540,-17.639,-15.808
-0.599,0.201,0.558,-8.423,-19.409,-12.146
-0.602,0.181,0.530,-12.512,-20.447,-8.789
-0.615,0.168,0.510,-12.695,-18.677,-6.165
-0.637,0.146,0.502,-8.606,-14.709,-3.723

-2.096,0.519,0.362,-7.812,82.214,116.882
-2.355,0.619,0.382,-7.019,91.797,137.024
-2.623,0.781,0.443,-11.902,101.196,155.151
-2.930,0.971,0.571,-19.226,111.633,173.218
-3.165,1.210,0.723,-24.902,118.652,192.932
-3.352,1.457,0.843,-23.926,119.324,218.933
-3.523,1.683,0.987,-16.174,114.380,255.310
-3.561,1.925,0.996,-4.456,100.037,304.016
-3.438,2.128,1.029,5.249,84.229,358.704
-3.199,2.238,1.093,7.324,65.491,414.185
-2.821,2.239,1.071,9.827,40.527,466.309
-2.380,2.200,0.991,18.311,10.681,509.888
