aX,aY,aZ,gX,gY,gZ
-0.595,1.917,0.415,-329.590,-64.209,227.417
-0.412,1.887,0.225,-339.355,-52.673,228.638
-0.302,1.878,0.188,-340.759,-32.593,233.521
-0.249,1.771,0.183,-338.806,-18.921,242.554
-0.167,1.646,0.176,-342.712,-16.541,246.704
-0.114,1.557,0.117,-341.675,-17.151,241.455
-0.044,1.484,0.014,-329.224,-22.522,229.858
0.081,1.456,-0.123,-316.101,-30.884,216.858
0.186,1.459,-0.321,-317.932,-34.424,202.576
0.300,1.379,-0.476,-327.393,-31.311,186.340
0.420,1.305,-0.510,-330.627,-20.142,168.823
0.490,1.270,-0.467,-316.956,-5.493,154.175
0.581,1.172,-0.450,-276.428,3.662,151.855
0.700,1.071,-0.432,-213.135,10.986,158.936
0.762,1.001,-0.394,-147.949,19.714,165.283
0.818,0.945,-0.340,-98.755,23.560,163.574
0.834,0.852,-0.252,-75.806,23.315,151.794
0.824,0.787,-0.180,-78.247,17.700,131.958
0.826,0.726,-0.156,-89.600,9.338,108.032
0.845,0.651,-0.149,-100.647,2.930,85.876
0.804,0.585,-0.116,-105.164,-0.488,65.735
0.806,0.588,-0.125,-96.130,-5.005,51.147
0.799,0.545,-0.165,-78.125,-8.179,44.434
0.750,0.446,-0.187,-58.777,-7.202,41.687
0.693,0.333,-0.182,-38.879,-2.319,36.011
0.632,0.270,-0.172,-18.127,3.784,25.635
0.585,0.271,-0.168,1.160,9.277,13.489
0.529,0.324,-0.185,14.709,11.719,1.343
0.475,0.387,-0.206,19.653,10.925,-10.010
0.421,0.424,-0.248,17.273,9.705,-20.264
0.349,0.402,-0.265,12.268,9.155,-28.625
0.264,0.357,-0.269,10.742,7.629,-38.269
0.205,0.321,-0.291,16.724,3.235,-49.561
0.160,0.302,-0.353,29.480,-2.380,-62.195
0.128,0.275,-0.433,47.852,-7.202,-75.806
0.104,0.234,-0.484,72.021,-7.385,-89.661
0.077,0.219,-0.505,103.271,-2.258,-103.821
0.044,0.256,-0.533,140.137,5.493,-118.469
0.014,0.350,-0.516,178.772,14.832,-131.165
-0.037,0.549,-0.494,216.980,26.855,-137.634
-0.122,0.697,-0.510,249.390,38.086,-134.033
-0.188,0.720,-0.511,275.513,50.049,-124.756
-0.277,0.700,-0.454,295.837,66.589,-122.070
-0.379,0.678,-0.349,310.181,82.336,-131.836
-0.445,0.649,-0.212,321.899,91.248,-151.672
-0.473,0.617,-0.055,338.745,96.130,-177.002
-0.476,0.642,0.122,364.746,100.464,-202.332
-0.455,0.747,0.336,402.954,104.736,-224.792
-0.453,0.943,0.608,450.439,110.352,-237.122
-0.479,1.203,0.851,495.300,113.770,-237.305
-0.503,1.563,1.051,524.475,111.755,-224.854
-0.550,1.886,1.112,524.170,104.248,-198.792
-0.583,1.990,1.012,488.647,93.140,-165.039
-0.601,1.921,0.861,428.589,85.754,-141.724
-0.616,1.742,0.770,365.479,88.135,-135.742
-0.645,1.543,0.878,318.542,100.098,-137.024
-0.696,1.337,1.042,299.316,117.615,-131.287
-0.797,1.136,1.192,299.438,133.118,-113.464
-0.861,0.963,1.343,309.387,140.625,-91.492
-0.892,0.826,1.467,323.120,140.076,-70.129
-0.906,0.736,1.542,334.778,132.629,-52.246
-0.923,0.683,1.563,340.149,119.812,-39.246
-0.902,0.684,1.526,335.083,104.858,-32.959
-0.896,0.718,1.464,315.308,89.111,-31.982
-0.858,0.728,1.356,283.264,74.280,-33.386
-0.826,0.730,1.253,246.826,64.331,-33.020
-0.826,0.660,1.140,215.637,63.782,-28.320
-0.820,0.542,1.059,193.115,68.420,-20.874
-0.796,0.428,1.001,178.650,73.364,-13.916
-0.770,0.333,0.974,168.945,77.148,-9.644
-0.737,0.260,0.988,161.133,78.735,-7.629
-0.701,0.215,1.019,152.283,76.477,-8.057
-0.673,0.200,1.029,141.357,69.885,-9.705
-0.635,0.188,1.031,129.761,61.951,-12.085
-0.613,0.173,1.004,116.943,53.833,-13.611
-0.594,0.161,0.972,103.271,46.631,-14.099
-0.594,0.148,0.914,89.783,41.504,-13.916
-0.583,0.137,0.857,74.951,36.865,-12.085
-0.549,0.108,0.819,59.814,32.898,-10.742
-0.528,0.066,0.797,45.898,30.945,-10.437
-0.492,0.020,0.802,36.987,28.748,-10.864
-0.466,-0.014,0.823,35.522,25.940,-11.780
-0.441,-0.034,0.850,39.246,23.132,-12.756
-0.418,-0.055,0.885,44.495,20.508,-14.587
-0.415,-0.063,0.911,48.218,17.395,-18.188
-0.403,-0.055,0.923,50.110,12.817,-23.560
-0.387,-0.032,0.904,48.340,6.958,-29.236
-0.368,-0.002,0.874,42.603,1.770,-34.424
-0.335,0.015,0.848,35.461,-0.671,-37.964
-0.307,0.017,0.834,27.710,0.488,-39.734
-0.296,0.017,0.842,20.691,4.639,-39.978
-0.302,0.004,0.859,15.625,9.888,-38.574
-0.293,0.003,0.902,11.353,12.512,-36.560
-0.286,0.012,0.988,8.545,12.939,-34.973
-0.305,0.009,1.051,6.714,10.132,-33.142
-0.300,-0.002,1.085,5.554,2.258,-32.349
-0.270,-0.010,1.081,6.836,-7.263,-33.142
-0.241,-0.003,1.050,9.888,-15.015,-34.790
-0.226,0.018,1.002,13.428,-19.165,-35.522
-0.199,0.032,0.963,16.907,-19.470,-33.020
-0.191,0.025,0.932,19.531,-15.686,-28.503
-0.184,-0.002,0.915,20.081,-10.071,-24.048

-1.143,0.896,0.698,-250.427,-11.780,-24.353
-1.239,0.987,0.643,-253.601,-11.047,-8.118
-1.334,1.078,0.656,-263.977,-7.751,5.249
-1.411,1.179,0.762,-279.297,-3.845,15.747
-1.494,1.261,0.878,-293.030,-3.296,23.743
-1.540,1.348,0.949,-299.500,-8.484,32.471
-1.568,1.440,0.991,-291.992,-18.433,44.128
-1.626,1.607,0.965,-266.724,-28.076,64.453
-1.625,1.765,0.917,-239.380,-34.180,94.666
-1.662,1.813,0.857,-225.281,-40.588,126.892
-1.607,1.886,0.835,-224.609,-44.434,147.827
-1.523,2.035,0.868,-244.080,-42.114,153.870
-1.408,2.282,0.958,-279.480,-39.429,151.978
-1.218,2.513,1.040,-315.918,-40.283,155.457
-1.013,2.591,1.076,-346.558,-46.265,172.913
-0.780,2.528,0.975,-360.046,-54.626,201.172
-0.549,2.408,0.812,-355.103,-59.021,231.995
-0.332,2.273,0.625,-347.046,-56.152,251.465
-0.206,2.134,0.486,-347.961,-43.701,257.812
-0.094,2.091,0.431,-355.469,-26.062,256.226
-0.007,2.022,0.407,-372.009,-11.169,253.052
0.077,1.934,0.372,-390.625,0.244,250.916
0.173,1.771,0.377,-401.184,12.085,249.939
0.214,1.595,0.390,-399.170,23.193,246.460
0.278,1.455,0.371,-388.428,31.250,237.793
0.306,1.288,0.336,-365.234,33.813,230.103
0.359,1.152,0.247,-324.036,30.457,224.487
0.390,1.061,0.078,-273.987,24.902,218.689
0.462,1.051,-0.065,-229.553,21.606,209.167
0.543,1.151,-0.134,-199.768,21.423,197.266
0.667,1.309,-0.224,-187.927,20.752,184.814
0.796,1.304,-0.330,-194.153,17.456,175.659
0.909,1.113,-0.400,-201.233,17.700,169.250
0.977,0.889,-0.377,-193.237,23.010,161.926
0.999,0.655,-0.341,-162.415,29.785,155.212
1.003,0.455,-0.299,-114.868,33.325,149.780
1.021,0.338,-0.306,-65.735,33.020,141.541
1.000,0.257,-0.302,-33.203,30.334,126.587
0.961,0.226,-0.285,-18.860,26.367,103.821
0.890,0.200,-0.261,-19.409,22.034,78.918
0.826,0.185,-0.246,-24.841,17.151,56.641
0.765,0.123,-0.276,-31.921,13.184,35.828
0.720,0.072,-0.294,-37.598,12.634,15.320
0.668,0.097,-0.306,-36.987,16.418,-4.700
0.589,0.147,-0.312,-30.029,20.935,-22.095
0.500,0.193,-0.316,-17.273,23.804,-34.485
0.398,0.195,-0.305,-2.075,26.550,-42.542
