aX,aY,aZ,gX,gY,gZ
-0.914,0.568,-0.755,141.418,-83.923,-120.178
-0.949,0.561,-0.764,139.893,-75.256,-118.469
-0.945,0.578,-0.751,134.766,-64.941,-116.455
-0.905,0.631,-0.748,128.845,-56.396,-115.540
-0.864,0.726,-0.728,125.305,-51.392,-115.906
-0.849,0.872,-0.670,126.160,-49.500,-117.371
-0.858,1.006,-0.635,134.094,-49.194,-117.981
-0.871,1.116,-0.596,150.024,-48.096,-116.943
-0.893,1.205,-0.537,172.546,-45.776,-118.164
-0.910,1.275,-0.485,200.256,-41.809,-121.399
-0.906,1.273,-0.471,230.774,-36.011,-124.207
-0.888,1.232,-0.490,259.644,-29.419,-123.657
-0.891,1.177,-0.501,284.485,-22.766,-118.591
-0.912,1.116,-0.501,304.077,-14.893,-111.084
-0.912,1.035,-0.477,318.115,-5.127,-103.333
-0.870,1.007,-0.421,326.782,5.066,-96.497
-0.818,0.949,-0.360,332.764,14.038,-90.332
-0.773,0.922,-0.313,337.341,19.531,-83.801
-0.772,0.945,-0.230,342.346,21.606,-78.552
-0.802,0.995,-0.135,349.731,22.888,-75.439
-0.854,0.974,-0.098,360.352,26.001,-73.975
-0.893,0.945,-0.074,373.047,30.212,-72.083
-0.918,0.910,-0.079,385.925,35.706,-68.726
-0.878,0.870,-0.092,398.010,41.565,-65.552
-0.850,0.719,-0.072,407.471,45.715,-63.110
-0.782,0.629,-0.046,412.231,47.791,-58.960
-0.688,0.581,-0.009,410.339,48.523,-53.467
-0.638,0.471,0.019,403.687,46.265,-47.791
-0.655,0.341,0.108,393.005,41.504,-40.344
-0.646,0.282,0.187,376.953,39.001,-31.555
-0.646,0.234,0.262,357.239,37.964,-26.245
-0.666,0.076,0.340,335.632,38.513,-23.621
-0.629,-0.043,0.408,310.913,39.551,-19.714
-0.567,-0.073,0.462,282.837,38.513,-17.151
-0.540,-0.141,0.502,254.211,33.936,-19.409
-0.578,-0.261,0.565,226.318,26.978,-23.315
-0.517,-0.292,0.574,195.496,20.691,-25.635

-0.984,0.638,-1.625,-316.162,2.808,-58.044
-1.112,0.812,-1.704,-327.515,16.541,-47.668
-1.345,0.918,-1.741,-335.632,29.724,-36.987
-1.399,1.271,-1.907,-340.881,46.021,-24.109
-1.656,1.515,-1.927,-338.257,57.129,-13.062
-2.004,1.655,-2.024,-325.745,64.331,-4.395
-2.306,1.796,-2.195,-307.373,79.224,10.010
-2.502,1.820,-2.373,-289.124,103.394,26.367
-2.607,1.829,-2.611,-273.926,131.592,34.729
-2.648,1.824,-2.852,-262.268,168.213,42.725
-2.369,2.102,-3.317,-252.747,208.496,52.612
-2.315,2.126,-3.537,-242.126,242.981,58.777
-2.188,2.207,-3.779,-226.685,279.297,66.406
-1.769,2.337,-3.996,-204.529,316.162,77.271
-1.483,2.063,-4.000,-183.533,345.581,85.510
-1.197,2.022,-4.000,-169.495,373.474,91.736
-0.861,2.124,-4.000,-157.959,403.870,98.145
-0.440,2.187,-4.000,-139.893,434.509,102.478
-0.028,2.228,-4.000,-112.549,458.252,107.910
0.315,2.130,-4.000,-78.796,474.060,114.258
0.650,1.823,-3.981,-46.814,480.652,121.033
0.809,1.610,-3.705,-26.367,477.905,127.319
1.007,1.505,-3.416,-14.709,469.238,129.639
1.102,1.395,-3.107,-8.545,453.430,130.737
1.152,1.248,-2.795,-6.104,432.495,131.348
1.189,1.129,-2.478,-7.874,408.691,130.310
1.193,1.041,-2.156,-14.099,383.972,126.099
1.228,1.023,-1.851,-21.790,359.985,121.643
1.247,1.039,-1.555,-27.405,333.496,117.126
1.221,1.048,-1.281,-27.527,304.382,111.755
1.159,1.028,-1.036,-21.545,274.902,105.713
1.075,0.958,-0.832,-10.864,247.070,98.633
0.995,0.824,-0.664,1.709,222.229,91.003
0.913,0.631,-0.533,13.855,200.806,84.229
0.853,0.415,-0.441,21.423,182.739,80.688
0.800,0.222,-0.342,22.522,166.626,76.965
0.760,0.110,-0.243,17.639,150.452,68.848
0.719,0.115,-0.130,11.108,133.484,56.335
0.649,0.198,-0.046,9.155,115.173,42.969
0.558,0.238,0.015,14.893,96.497,30.640
0.445,0.216,0.055,26.611,78.186,18.494
0.326,0.169,0.060,40.344,61.584,5.798
0.197,0.109,0.066,53.467,46.875,-4.761
0.070,0.034,0.053,64.270,34.485,-12.451
-0.036,-0.022,0.028,70.618,24.841,-16.968
-0.118,-0.104,0.000,72.632,16.785,-20.691
-0.172,-0.188,-0.022,69.946,8.667,-24.658
-0.232,-0.226,-0.050,62.439,0.183,-30.579
-0.295,-0.196,-0.076,51.392,-8.911,-38.269
-0.367,-0.126,-0.097,41.138,-19.226,-46.692
-0.453,-0.034,-0.117,34.607,-30.762,-54.749
-0.510,0.100,-0.151,33.081,-42.114,-62.744
-0.588,0.225,-0.217,37.598,-53.955,-70.984
-0.759,0.323,-0.256,47.424,-65.186,-77.393
-0.898,0.385,-0.285,61.279,-69.580,-80.933
-0.961,0.407,-0.326,76.782,-65.491,-83.252
-0.982,0.360,-0.361,90.088,-56.824,-84.045
-0.937,0.326,-0.374,98.999,-47.241,-85.022
-0.863,0.331,-0.400,103.394,-40.771,-88.074
-0.856,0.340,-0.420,105.469,-40.283,-92.834
-0.920,0.343,-0.418,106.506,-44.739,-97.778
-0.966,0.368,-0.437,107.117,-50.842,-102.234
-1.019,0.485,-0.455,108.948,-57.373,-106.750
-1.125,0.621,-0.426,113.953,-63.049,-110.901
-1.199,0.717,-0.400,123.047,-63.538,-111.816
-1.229,0.749,-0.402,135.803,-58.350,-107.910
-1.234,0.724,-0.390,148.682,-49.011,-101.074
-1.188,0.648,-0.388,158.630,-37.048,-95.947
-1.078,0.574,-0.406,163.696,-25.696,-93.994
-1.014,0.527,-0.397,164.307,-19.287,-94.910
-0.973,0.496,-0.395,162.231,-18.311,-96.985
-0.943,0.486,-0.379,158.691,-20.935,-99.060
-0.956,0.518,-0.339,155.029,-25.146,-101.074
-0.976,0.615,-0.261,153.076,-28.931,-103.943
-1.009,0.680,-0.194,154.602,-30.457,-105.957
-1.046,0.685,-0.145,159.180,-27.954,-104.797
-1.043,0.655,-0.106,165.222,-21.118,-100.098
-1.006,0.621,-0.094,170.898,-11.963,-94.971
-0.923,0.620,-0.099,175.598,-3.357,-91.980
-0.851,0.598,-0.110,180.115,2.014,-91.614
-0.823,0.514,-0.128,184.631,3.601,-91.187
-0.812,0.450,-0.132,186.951,2.380,-90.637
-0.818,0.411,-0.108,186.157,0.671,-91.431
-0.826,0.390,-0.085,183.350,-0.305,-93.079
-0.837,0.356,-0.048,179.382,-0.061,-94.116
-0.849,0.329,-0.016,174.866,1.221,-93.384
-0.848,0.326,-0.004,169.312,4.211,-90.637
-0.845,0.330,0.003,163.940,7.996,-86.304
-0.862,0.356,0.011,158.813,11.902,-81.543
-0.849,0.415,0.021,154.968,15.747,-78.186
-0.841,0.449,0.037,152.344,18.311,-76.477
-0.847,0.488,0.062,151.550,19.531,-75.195
-0.835,0.509,0.089,152.405,20.630,-73.486
-0.820,0.498,0.103,154.480,21.667,-71.045
-0.802,0.452,0.107,156.189,22.461,-67.383
-0.783,0.377,0.108,155.518,22.949,-63.660
-0.775,0.315,0.113,150.513,23.254,-60.974
-0.780,0.252,0.113,141.174,23.376,-59.692
-0.775,0.199,0.111,127.502,22.705,-58.411
-0.819,0.168,0.146,110.168,20.935,-56.824
