aX,aY,aZ,gX,gY,gZ
-2.453,1.416,-0.517,226.746,70.251,10.986
-2.530,1.507,-0.583,252.869,79.285,18.677
-2.644,1.608,-0.596,279.236,88.928,26.611
-2.695,1.693,-0.594,306.580,100.830,33.752
-2.630,1.621,-0.621,334.229,113.159,43.335
-2.468,1.522,-0.636,357.910,118.347,59.082
-2.312,1.502,-0.579,375.854,114.380,80.566
-2.106,1.373,-0.524,388.123,104.126,104.309
-1.819,1.263,-0.476,397.888,88.135,131.775
-1.631,1.102,-0.433,401.001,64.392,158.752
-1.529,0.980,-0.354,399.963,35.706,179.565
-1.439,0.860,-0.321,400.085,12.207,193.359
-1.328,0.696,-0.318,403.320,-0.549,195.740
-1.179,0.450,-0.313,409.302,-0.610,185.730
-0.962,0.152,-0.327,414.551,10.437,166.321
-0.731,-0.164,-0.341,414.124,27.893,141.357
-0.475,-0.442,-0.303,404.419,48.401,115.601
-0.105,-0.648,-0.252,385.315,69.702,92.651
0.343,-0.823,-0.176,358.948,85.754,74.036
0.787,-1.006,-0.068,326.172,93.689,61.340
1.089,-1.095,0.038,289.185,96.375,56.519
1.258,-1.046,0.170,253.357,100.708,57.617
1.358,-0.937,0.347,225.220,113.464,54.688
1.564,-0.948,0.431,205.750,137.573,38.574
1.923,-1.065,0.445,190.613,165.710,11.658
2.273,-1.200,0.485,174.316,187.805,-17.090
2.477,-1.274,0.550,152.222,198.914,-42.114
2.552,-1.200,0.657,124.451,199.890,-59.570
2.492,-1.025,0.788,93.262,194.702,-72.266
2.410,-0.820,0.907,62.256,185.913,-83.801
2.207,-0.623,1.003,35.400,169.128,-95.032
1.928,-0.541,1.054,15.320,142.578,-100.525
1.797,-0.476,1.057,-0.122,110.168,-94.788
1.738,-0.343,1.000,-13.245,74.219,-82.092
1.555,-0.186,0.896,-24.231,39.063,-71.045
1.253,-0.029,0.825,-29.724,11.047,-62.256
0.887,0.055,0.812,-27.283,-4.456,-49.744
0.645,0.031,0.793,-18.799,-6.653,-30.212
0.572,-0.147,0.828,-9.888,-1.831,-7.324
0.606,-0.353,0.876,-6.653,2.075,13.916
0.680,-0.603,0.945,-12.268,0.977,30.884
0.759,-0.737,1.048,-27.100,-6.042,42.358
0.867,-0.808,1.083,-45.654,-16.724,46.875
0.943,-0.766,1.083,-64.453,-32.043,45.044
0.936,-0.692,1.081,-80.383,-50.842,41.443
0.889,-0.648,1.043,-93.323,-68.665,40.161
0.833,-0.638,0.964,-104.919,-83.374,42.908
0.753,-0.589,0.914,-114.990,-95.215,47.974
0.673,-0.525,0.897,-122.559,-102.234,50.598
0.628,-0.458,0.874,-127.136,-104.553,49.744
0.623,-0.381,0.872,-129.272,-104.065,47.119
0.636,-0.329,0.876,-129.761,-103.210,44.128
0.655,-0.309,0.868,-131.042,-102.844,41.809
0.670,-0.303,0.841,-134.949,-103.210,40.283
0.612,-0.312,0.799,-142.517,-103.882,37.964
0.483,-0.341,0.756,-153.564,-103.455,34.058
0.309,-0.330,0.680,-168.274,-100.647,28.992
0.104,-0.254,0.618,-184.875,-96.252,21.973
-0.090,-0.167,0.552,-201.416,-89.478,13.367
-0.228,-0.083,0.486,-216.553,-79.285,7.446
-0.292,0.028,0.466,-229.431,-66.833,5.981
-0.254,0.118,0.480,-239.075,-52.185,4.700
-0.209,0.134,0.452,-246.094,-37.537,-0.854
-0.186,0.159,0.429,-252.808,-27.161,-8.850
-0.195,0.156,0.385,-259.399,-21.057,-18.860
-0.260,0.175,0.291,-266.235,-18.311,-30.396
-0.460,0.244,0.203,-274.048,-18.311,-43.762
-0.647,0.334,0.155,-281.982,-17.883,-55.725
-0.760,0.411,0.139,-289.490,-14.648,-61.279
-0.839,0.481,0.138,-296.875,-9.949,-61.096
-0.879,0.563,0.173,-302.124,-5.859,-58.350
-0.890,0.650,0.220,-302.979,-2.075,-57.129
-0.869,0.726,0.248,-297.546,0.793,-59.143
-0.814,0.787,0.259,-285.156,1.465,-64.880
-0.716,0.809,0.266,-267.944,-0.732,-73.914
-0.722,0.760,0.169,-250.793,-7.629,-83.069
-0.823,0.738,0.118,-237.793,-20.020,-87.952
-0.828,0.825,0.125,-228.760,-32.959,-88.745
-0.877,0.913,0.140,-221.985,-43.213,-89.783
-0.954,0.982,0.148,-215.332,-50.171,-90.332
-0.920,1.081,0.195,-206.909,-54.260,-88.928
-0.823,1.105,0.200,-197.571,-57.434,-88.196
-0.727,1.080,0.139,-188.110,-64.148,-85.144
-0.713,1.095,0.090,-179.810,-76.416,-79.041
-0.792,1.095,0.052,-171.814,-88.074,-74.402
-0.876,1.005,-0.036,-165.527,-92.957,-73.059
-0.902,0.960,-0.099,-163.452,-91.553,-72.571
-0.946,0.980,-0.113,-165.894,-86.853,-72.388
-0.949,1.059,-0.115,-169.373,-79.529,-71.655
-0.912,1.157,-0.084,-169.861,-72.449,-70.007
-0.874,1.247,-0.045,-165.344,-67.200,-66.589
-0.828,1.338,-0.033,-155.518,-64.758,-59.937
-0.831,1.406,-0.026,-140.869,-64.697,-50.781
-0.839,1.434,-0.027,-122.437,-64.636,-41.077
-0.820,1.417,-0.049,-101.563,-62.927,-33.203
-0.810,1.383,-0.060,-80.566,-60.913,-28.870
-0.807,1.332,-0.064,-61.523,-58.411,-27.222
-0.794,1.290,-0.082,-46.082,-54.626,-25.208
-0.794,1.244,-0.096,-34.180,-49.805,-20.874
-0.764,1.221,-0.104,-25.879,-43.701,-13.611
-0.699,1.230,-0.119,-20.142,-37.170,-5.127
-0.669,1.240,-0.140,-15.076,-32.043,3.113
-0.663,1.227,-0.148,-9.583,-28.198,10.193
-0.639,1.189,-0.152,-3.540,-24.292,14.954
-0.606,1.129,-0.143,2.075,-21.423,17.822
-0.580,1.067,-0.138,5.737,-20.325,21.057
-0.586,1.026,-0.135,7.019,-19.897,25.330
-0.586,1.013,-0.117,6.287,-19.043,28.809
-0.563,0.992,-0.114,4.395,-16.968,30.823
-0.548,0.977,-0.116,2.136,-15.381,31.921
-0.531,0.959,-0.115,0.061,-14.343,32.288
-0.522,0.948,-0.122,-2.075,-13.855,31.311
-0.510,0.919,-0.126,-3.967,-13.428,29.541
-0.505,0.908,-0.131,-6.042,-13.489,27.893

-1.383,1.055,-0.328,82.092,23.926,6.653
-1.556,1.109,-0.359,92.102,28.748,10.803
-1.701,1.184,-0.403,101.318,33.447,15.625
-1.821,1.305,-0.459,109.802,36.804,20.264
-1.967,1.465,-0.520,117.737,38.208,23.010
-2.147,1.650,-0.587,127.563,39.001,25.269
-2.344,1.831,-0.622,141.541,41.748,28.137
-2.463,1.997,-0.657,160.156,47.974,34.607
-2.514,2.097,-0.677,183.411,56.213,47.485
-2.502,2.149,-0.673,209.900,64.575,67.871
-2.396,2.139,-0.657,237.976,71.289,94.543
-2.238,2.057,-0.660,267.090,74.341,125.610
-2.000,1.965,-0.674,297.546,72.266,159.790
-1.765,1.911,-0.661,329.285,64.270,192.566
-1.494,1.753,-0.693,363.770,52.734,218.262
-1.305,1.594,-0.732,398.621,38.269,234.985
-1.211,1.437,-0.797,432.861,23.437,244.019
-1.116,1.254,-0.888,467.346,11.841,246.460
-1.100,0.989,-0.981,499.268,6.531,243.469
-0.978,0.588,-1.028,525.391,11.169,233.459
-0.687,0.041,-1.081,538.147,21.179,217.163
-0.393,-0.567,-1.119,529.602,25.818,198.059
-0.279,-1.043,-1.055,495.422,22.644,180.786
-0.354,-1.253,-0.907,441.833,21.606,166.931
-0.445,-1.293,-0.726,379.944,38.940,151.245
-0.276,-1.333,-0.547,317.993,78.064,135.864
0.108,-1.330,-0.352,259.521,128.723,119.751
0.576,-1.298,-0.101,209.534,178.589,99.609
1.051,-1.297,0.129,169.495,222.961,74.951
1.472,-1.311,0.406,138.611,258.545,43.152
2.027,-1.363,0.615,113.037,283.386,8.179
2.549,-1.365,0.864,90.759,292.053,-22.705
2.922,-1.341,1.123,70.251,287.231,-50.415
3.184,-1.209,1.382,51.331,280.579,-76.355
3.326,-0.983,1.529,31.494,272.766,-101.563
3.299,-0.717,1.555,10.254,255.859,-124.146
