aX,aY,aZ,gX,gY,gZ
-0.895,1.146,-0.169,7.996,-36.804,-41.809
-0.887,1.161,-0.169,3.845,-32.654,-38.818
-0.843,1.184,-0.170,0.366,-27.161,-33.569
-0.780,1.211,-0.167,-1.526,-21.667,-26.001
-0.707,1.249,-0.156,-1.404,-17.639,-18.127
-0.651,1.246,-0.149,1.709,-15.503,-10.559
-0.617,1.198,-0.144,6.958,-14.954,-3.479
-0.591,1.126,-0.147,12.634,-14.343,3.540
-0.576,1.054,-0.156,18.188,-13.367,9.277
-0.567,0.964,-0.163,22.095,-12.207,12.207
-0.570,0.877,-0.161,23.743,-10.376,13.245
-0.569,0.812,-0.152,22.461,-7.446,13.367
-0.536,0.776,-0.145,18.555,-4.089,13.733
-0.494,0.775,-0.137,13.367,-1.587,14.282
-0.460,0.779,-0.126,8.545,-1.099,14.587
-0.432,0.794,-0.127,4.761,-2.563,14.404
-0.428,0.804,-0.135,2.380,-5.127,14.160
-0.447,0.810,-0.143,0.854,-7.629,13.550
-0.464,0.810,-0.154,-0.061,-9.277,12.268
-0.476,0.815,-0.161,-0.793,-9.155,10.681
-0.481,0.835,-0.160,-1.160,-8.118,9.644
-0.492,0.850,-0.154,-0.732,-6.409,9.155
-0.486,0.857,-0.146,0.183,-3.967,9.033
-0.467,0.849,-0.141,1.648,-1.526,9.460
-0.449,0.832,-0.133,3.113,-0.122,10.193
-0.428,0.820,-0.126,3.784,0.610,10.254
-0.418,0.807,-0.121,3.967,0.366,9.888
-0.421,0.801,-0.117,3.418,-0.366,9.460
-0.433,0.785,-0.114,2.625,-0.977,8.789
-0.443,0.778,-0.112,1.404,-1.160,7.935
-0.454,0.770,-0.110,0.000,-1.160,6.775
-0.457,0.772,-0.108,-1.648,-0.854,5.737
-0.460,0.783,-0.104,-3.174,-0.427,4.578
-0.459,0.803,-0.105,-4.578,0.122,3.296
-0.452,0.826,-0.104,-5.432,0.427,2.991
-0.449,0.850,-0.103,-5.554,0.183,2.808
-0.455,0.858,-0.107,-4.883,-0.488,2.808
-0.474,0.850,-0.110,-3.784,-1.099,3.113
-0.491,0.843,-0.108,-2.991,-1.404,3.052
-0.495,0.833,-0.107,-2.686,-0.671,2.991
-0.494,0.831,-0.105,-2.991,0.488,2.441
-0.486,0.843,-0.103,-3.418,1.648,2.014
-0.488,0.851,-0.102,-3.662,2.319,1.587
-0.489,0.864,-0.103,-3.723,2.869,1.404
-0.489,0.871,-0.104,-3.479,3.723,1.709
-0.481,0.870,-0.109,-2.808,4.395,2.380
-0.477,0.863,-0.107,-2.258,4.822,2.930
-0.476,0.854,-0.103,-1.892,4.883,2.869
-0.471,0.846,-0.096,-2.014,5.310,2.686
-0.470,0.845,-0.089,-2.808,5.554,2.808
-0.463,0.846,-0.081,-3.418,5.676,2.625
-0.453,0.855,-0.078,-4.028,5.432,2.075
-0.451,0.862,-0.073,-4.333,4.944,1.831
-0.455,0.861,-0.080,-4.150,4.578,2.075
-0.463,0.861,-0.082,-3.906,4.517,2.319
-0.464,0.857,-0.086,-3.540,4.822,2.258
-0.461,0.852,-0.090,-3.174,5.493,2.197
-0.458,0.852,-0.091,-3.113,6.165,2.136
-0.451,0.852,-0.090,-3.113,6.592,2.136
-0.444,0.850,-0.085,-2.930,6.958,2.014
-0.439,0.850,-0.082,-2.686,6.958,2.014
